Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,59.975,55.062
11:00:00.100,100,60.114,55.008
11:00:00.200,200,60.065,54.833
11:00:00.300,300,59.998,55.033
11:00:00.400,400,60.025,55.011
11:00:00.500,500,60.061,55.012
11:00:00.600,600,59.951,55.069
11:00:00.700,700,60.002,54.954
11:00:00.800,800,60.018,55.04
11:00:00.900,900,60.057,55.014
11:00:01.000,1000,60.008,55.026
11:00:01.100,1100,60.033,54.965
11:00:01.200,1200,60.106,54.953
11:00:01.300,1300,59.984,54.968
11:00:01.400,1400,60.018,55.03
11:00:01.500,1500,59.996,54.94
11:00:01.600,1600,59.998,55.009
11:00:01.700,1700,59.976,55.04
11:00:01.800,1800,60.027,55.016
11:00:01.900,1900,59.988,55.05
11:00:02.000,2000,59.948,55.002
11:00:02.100,2100,60.02,54.966
11:00:02.200,2200,60.028,55.024
11:00:02.300,2300,60.011,55.064
11:00:02.400,2400,59.965,55.007
11:00:02.500,2500,60.055,55.047
11:00:02.600,2600,59.96,54.951
11:00:02.700,2700,59.977,54.906
11:00:02.800,2800,60.025,55.007
11:00:02.900,2900,59.939,55.014
11:00:03.000,3000,59.953,54.998
11:00:03.100,3100,59.989,55.035
11:00:03.200,3200,60.08,54.899
11:00:03.300,3300,59.955,55.0
11:00:03.400,3400,60.038,55.049
11:00:03.500,3500,60.013,55.068
11:00:03.600,3600,59.992,55.055
11:00:03.700,3700,60.023,54.968
11:00:03.800,3800,59.966,54.99
11:00:03.900,3900,59.92,55.009
11:00:04.000,4000,59.897,55.006
11:00:04.100,4100,59.963,55.03
11:00:04.200,4200,59.971,54.953
11:00:04.300,4300,59.984,54.963
11:00:04.400,4400,60.042,55.004
11:00:04.500,4500,60.028,55.015
11:00:04.600,4600,59.95,54.956
11:00:04.700,4700,60.051,54.96
11:00:04.800,4800,59.965,54.984
11:00:04.900,4900,59.967,55.006
11:00:05.000,5000,60.04,55.037
11:00:05.100,5100,59.977,54.969
11:00:05.200,5200,59.997,54.939
11:00:05.300,5300,59.972,55.091
11:00:05.400,5400,60.031,55.005
11:00:05.500,5500,59.974,55.067
11:00:05.600,5600,59.998,55.142
11:00:05.700,5700,56.36,55.034
11:00:05.800,5800,54.157,55.016
11:00:05.900,5900,52.93,55.03
11:00:06.000,6000,52.057,54.912
11:00:06.100,6100,51.332,54.951
11:00:06.200,6200,50.84,55.033
11:00:06.300,6300,50.384,55.0
11:00:06.400,6400,49.979,54.984
11:00:06.500,6500,49.639,55.051
11:00:06.600,6600,49.145,55.008
11:00:06.700,6700,48.803,54.979
11:00:06.800,6800,48.403,55.002
