Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,60.138,54.814
11:00:00.100,100,60.069,55.066
11:00:00.200,200,59.867,55.38
11:00:00.300,300,60.153,54.925
11:00:00.400,400,59.814,55.079
11:00:00.500,500,60.174,54.9
11:00:00.600,600,59.918,55.218
11:00:00.700,700,60.216,55.005
11:00:00.800,800,60.233,55.267
11:00:00.900,900,59.587,55.187
11:00:01.000,1000,59.875,55.076
11:00:01.100,1100,60.365,54.987
11:00:01.200,1200,60.512,55.0
11:00:01.300,1300,60.262,54.649
11:00:01.400,1400,59.732,54.867
11:00:01.500,1500,59.966,54.824
11:00:01.600,1600,60.273,55.039
11:00:01.700,1700,60.082,54.973
11:00:01.800,1800,59.926,54.781
11:00:01.900,1900,59.779,55.188
11:00:02.000,2000,59.745,54.798
11:00:02.100,2100,59.818,55.095
11:00:02.200,2200,59.908,54.899
11:00:02.300,2300,60.052,54.966
11:00:02.400,2400,60.049,54.911
11:00:02.500,2500,60.403,55.665
11:00:02.600,2600,59.921,54.861
11:00:02.700,2700,59.948,54.839
11:00:02.800,2800,59.969,54.828
11:00:02.900,2900,59.939,55.068
11:00:03.000,3000,59.899,54.949
11:00:03.100,3100,59.818,54.959
11:00:03.200,3200,59.973,54.859
11:00:03.300,3300,59.992,54.913
11:00:03.400,3400,60.068,54.932
11:00:03.500,3500,59.907,55.011
11:00:03.600,3600,60.078,54.859
11:00:03.700,3700,60.177,55.237
11:00:03.800,3800,60.097,54.743
11:00:03.900,3900,59.81,54.783
11:00:04.000,4000,60.131,54.916
11:00:04.100,4100,60.389,55.256
11:00:04.200,4200,59.886,54.716
11:00:04.300,4300,60.078,54.904
11:00:04.400,4400,59.884,54.806
11:00:04.500,4500,60.26,54.963
11:00:04.600,4600,59.66,54.828
11:00:04.700,4700,59.975,54.763
11:00:04.800,4800,60.0,54.847
11:00:04.900,4900,59.824,54.923
11:00:05.000,5000,59.703,54.826
11:00:05.100,5100,60.294,54.844
11:00:05.200,5200,59.839,54.623
11:00:05.300,5300,59.988,54.803
11:00:05.400,5400,59.925,54.943
11:00:05.500,5500,60.136,55.224
11:00:05.600,5600,60.039,55.081
11:00:05.700,5700,60.008,55.351
11:00:05.800,5800,60.104,54.985
11:00:05.900,5900,60.113,55.026
11:00:06.000,6000,59.946,54.944
11:00:06.100,6100,60.089,55.394
11:00:06.200,6200,60.002,54.966
11:00:06.300,6300,60.045,54.914
11:00:06.400,6400,59.803,55.203
11:00:06.500,6500,60.383,54.795
11:00:06.600,6600,59.965,55.174
11:00:06.700,6700,59.983,54.842
11:00:06.800,6800,59.928,55.102
11:00:06.900,6900,60.14,55.346
11:00:07.000,7000,60.097,54.776
11:00:07.100,7100,60.116,54.825
11:00:07.200,7200,59.972,54.788
11:00:07.300,7300,60.255,54.884
11:00:07.400,7400,60.007,54.73
11:00:07.500,7500,59.949,55.016
11:00:07.600,7600,59.928,54.786
11:00:07.700,7700,59.659,55.259
11:00:07.800,7800,60.154,55.429
11:00:07.900,7900,59.938,54.818
11:00:08.000,8000,60.331,54.764
11:00:08.100,8100,59.906,54.845
11:00:08.200,8200,59.969,54.95
11:00:08.300,8300,59.768,55.131
11:00:08.400,8400,60.157,54.842
11:00:08.500,8500,59.746,54.747
11:00:08.600,8600,59.952,54.957
11:00:08.700,8700,59.921,55.104
11:00:08.800,8800,55.535,55.133
11:00:08.900,8900,53.007,55.017
11:00:09.000,9000,51.825,54.949
11:00:09.100,9100,50.737,54.726
11:00:09.200,9200,50.051,54.888
11:00:09.300,9300,49.629,55.071
11:00:09.400,9400,49.193,54.972
11:00:09.500,9500,48.431,54.878
11:00:09.600,9600,48.115,54.911
11:00:09.700,9700,47.561,54.72
11:00:09.800,9800,47.878,55.02
11:00:09.900,9900,47.162,54.962
11:00:10.000,10000,46.942,55.305
11:00:10.100,10100,46.955,55.35
11:00:10.200,10200,46.209,55.216
11:00:10.300,10300,46.037,54.844
11:00:10.400,10400,45.619,55.081
11:00:10.500,10500,45.258,54.929
11:00:10.600,10600,45.239,54.858
11:00:10.700,10700,44.682,55.098
11:00:10.800,10800,44.772,54.719
11:00:10.900,10900,44.418,55.204
11:00:11.000,11000,44.179,54.982
11:00:11.100,11100,43.915,54.932
11:00:11.200,11200,43.487,55.179
11:00:11.300,11300,43.121,55.249
11:00:11.400,11400,42.861,54.875
11:00:11.500,11500,42.586,54.929
11:00:11.600,11600,42.566,54.548
11:00:11.700,11700,42.469,55.036
11:00:11.800,11800,42.305,55.198
11:00:11.900,11900,42.074,54.955
11:00:12.000,12000,41.641,55.314
11:00:12.100,12100,41.57,54.701
11:00:12.200,12200,41.331,55.626
11:00:12.300,12300,40.828,54.758
11:00:12.400,12400,40.857,54.942
11:00:12.500,12500,40.851,54.999
11:00:12.600,12600,40.255,54.921
11:00:12.700,12700,40.379,54.794
11:00:12.800,12800,40.359,55.032
11:00:12.900,12900,40.146,54.895
11:00:13.000,13000,39.655,54.69
11:00:13.100,13100,39.44,55.034
11:00:13.200,13200,39.584,54.706
11:00:13.300,13300,39.192,54.951
11:00:13.400,13400,39.409,54.908
11:00:13.500,13500,38.997,54.868
11:00:13.600,13600,38.777,55.003
11:00:13.700,13700,38.608,55.148
11:00:13.800,13800,38.457,54.976
11:00:13.900,13900,38.525,55.026
11:00:14.000,14000,38.511,54.833
11:00:14.100,14100,38.252,55.347
11:00:14.200,14200,37.887,54.936
11:00:14.300,14300,38.124,54.975
11:00:14.400,14400,37.835,55.044
11:00:14.500,14500,37.861,55.129
11:00:14.600,14600,37.384,54.954
11:00:14.700,14700,37.208,54.639
11:00:14.800,14800,37.162,55.318
