Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,74.144,66.072
11:00:00.100,100,74.11,65.993
11:00:00.200,200,73.888,65.968
11:00:00.300,300,73.988,65.818
11:00:00.400,400,73.733,65.809
11:00:00.500,500,73.968,65.895
11:00:00.600,600,73.876,66.116
11:00:00.700,700,73.97,65.921
11:00:00.800,800,74.047,65.878
11:00:00.900,900,74.007,65.948
11:00:01.000,1000,73.991,66.021
11:00:01.100,1100,73.92,66.046
11:00:01.200,1200,73.952,66.07
11:00:01.300,1300,74.102,65.863
11:00:01.400,1400,73.917,66.114
11:00:01.500,1500,74.114,66.263
11:00:01.600,1600,74.129,65.913
11:00:01.700,1700,74.169,66.244
11:00:01.800,1800,74.008,66.039
11:00:01.900,1900,73.898,66.057
11:00:02.000,2000,74.04,65.945
11:00:02.100,2100,74.12,66.048
11:00:02.200,2200,74.171,66.045
11:00:02.300,2300,73.756,66.018
11:00:02.400,2400,74.081,65.965
11:00:02.500,2500,74.032,65.863
11:00:02.600,2600,74.046,65.985
11:00:02.700,2700,73.676,66.091
11:00:02.800,2800,74.096,66.035
11:00:02.900,2900,73.958,66.106
11:00:03.000,3000,74.078,65.996
11:00:03.100,3100,74.042,65.915
11:00:03.200,3200,74.048,65.952
11:00:03.300,3300,74.283,66.207
11:00:03.400,3400,74.171,66.014
11:00:03.500,3500,74.045,66.151
11:00:03.600,3600,73.931,66.153
11:00:03.700,3700,73.913,65.82
11:00:03.800,3800,74.163,66.156
11:00:03.900,3900,74.011,66.161
11:00:04.000,4000,74.075,65.808
11:00:04.100,4100,73.862,65.973
11:00:04.200,4200,74.14,66.203
11:00:04.300,4300,73.829,65.884
11:00:04.400,4400,74.182,65.961
11:00:04.500,4500,73.957,66.131
11:00:04.600,4600,74.045,66.086
11:00:04.700,4700,74.111,65.861
11:00:04.800,4800,74.073,66.126
11:00:04.900,4900,73.814,66.12
11:00:05.000,5000,74.055,65.902
11:00:05.100,5100,74.067,66.039
11:00:05.200,5200,73.895,65.955
11:00:05.300,5300,74.193,66.044
11:00:05.400,5400,73.92,65.93
11:00:05.500,5500,74.11,66.021
11:00:05.600,5600,73.963,65.978
11:00:05.700,5700,74.027,66.022
11:00:05.800,5800,74.162,66.032
