Timestamp,Relative Time (ms),Inlet Pressure (Bar),Outlet Pressure (Bar)
11:00:00.000,0,59.987,55.093
11:00:00.100,100,59.939,54.965
11:00:00.200,200,59.941,54.952
11:00:00.300,300,59.96,54.994
11:00:00.400,400,60.035,55.039
11:00:00.500,500,60.003,54.982
11:00:00.600,600,59.962,55.067
11:00:00.700,700,59.94,54.972
11:00:00.800,800,60.087,54.852
11:00:00.900,900,59.963,54.977
11:00:01.000,1000,60.084,54.889
11:00:01.100,1100,59.895,55.032
11:00:01.200,1200,60.11,54.87
11:00:01.300,1300,60.006,55.056
11:00:01.400,1400,60.016,54.94
11:00:01.500,1500,59.997,55.025
11:00:01.600,1600,60.003,54.941
11:00:01.700,1700,60.04,55.097
11:00:01.800,1800,60.091,55.071
11:00:01.900,1900,60.14,55.105
11:00:02.000,2000,60.022,55.033
11:00:02.100,2100,59.901,55.032
11:00:02.200,2200,59.906,55.01
11:00:02.300,2300,60.006,55.158
11:00:02.400,2400,60.018,55.079
11:00:02.500,2500,60.02,54.925
11:00:02.600,2600,60.089,55.046
11:00:02.700,2700,60.052,55.044
11:00:02.800,2800,59.962,55.077
11:00:02.900,2900,60.089,55.137
11:00:03.000,3000,60.029,54.907
11:00:03.100,3100,59.982,55.075
11:00:03.200,3200,59.997,55.082
11:00:03.300,3300,59.9,55.01
11:00:03.400,3400,60.115,55.105
11:00:03.500,3500,60.059,54.94
11:00:03.600,3600,59.975,54.99
11:00:03.700,3700,60.004,55.024
11:00:03.800,3800,60.074,55.081
11:00:03.900,3900,60.03,55.117
11:00:04.000,4000,60.011,54.918
11:00:04.100,4100,59.966,54.903
11:00:04.200,4200,59.941,54.927
11:00:04.300,4300,59.978,54.963
11:00:04.400,4400,60.041,54.998
11:00:04.500,4500,60.03,55.044
11:00:04.600,4600,60.068,54.799
11:00:04.700,4700,60.032,54.997
11:00:04.800,4800,59.925,51.186
11:00:04.900,4900,60.048,48.946
11:00:05.000,5000,59.956,47.543
11:00:05.100,5100,59.979,46.784
11:00:05.200,5200,60.084,46.19
11:00:05.300,5300,59.964,45.564
11:00:05.400,5400,59.943,45.117
11:00:05.500,5500,59.985,44.691
11:00:05.600,5600,59.985,44.357
11:00:05.700,5700,59.943,43.918
11:00:05.800,5800,60.023,43.51
11:00:05.900,5900,59.916,43.262
11:00:06.000,6000,59.969,43.029
11:00:06.100,6100,59.95,42.67
11:00:06.200,6200,59.998,42.293
11:00:06.300,6300,60.024,42.076
11:00:06.400,6400,60.042,41.721
11:00:06.500,6500,60.025,41.28
11:00:06.600,6600,60.008,40.998
11:00:06.700,6700,60.065,40.778
11:00:06.800,6800,60.003,40.402
11:00:06.900,6900,59.925,40.337
11:00:07.000,7000,59.907,40.079
11:00:07.100,7100,59.994,39.622
11:00:07.200,7200,59.944,39.322
11:00:07.300,7300,59.923,39.088
11:00:07.400,7400,59.922,38.982
11:00:07.500,7500,59.914,38.572
11:00:07.600,7600,60.006,38.301
11:00:07.700,7700,59.958,38.161
11:00:07.800,7800,60.058,37.991
11:00:07.900,7900,59.942,37.713
11:00:08.000,8000,59.881,37.49
11:00:08.100,8100,60.083,37.138
11:00:08.200,8200,60.028,37.093
11:00:08.300,8300,60.071,36.724
11:00:08.400,8400,60.027,36.768
11:00:08.500,8500,60.059,36.448
11:00:08.600,8600,59.958,36.175
11:00:08.700,8700,60.025,35.994
11:00:08.800,8800,60.037,35.917
11:00:08.900,8900,59.988,35.791
11:00:09.000,9000,59.989,35.441
11:00:09.100,9100,60.01,35.322
11:00:09.200,9200,60.043,35.105
11:00:09.300,9300,60.023,35.008
11:00:09.400,9400,59.968,34.798
11:00:09.500,9500,59.98,34.522
11:00:09.600,9600,59.915,34.622
11:00:09.700,9700,59.911,34.255
11:00:09.800,9800,59.972,34.208
11:00:09.900,9900,60.032,33.96
11:00:10.000,10000,60.048,33.816
11:00:10.100,10100,60.06,33.691
11:00:10.200,10200,60.042,33.447
11:00:10.300,10300,59.985,33.403
11:00:10.400,10400,59.788,33.203
11:00:10.500,10500,60.053,32.988
11:00:10.600,10600,60.035,33.008
11:00:10.700,10700,59.964,32.987
11:00:10.800,10800,59.953,32.704
11:00:10.900,10900,60.047,32.634
11:00:11.000,11000,59.95,32.396
11:00:11.100,11100,60.072,32.315
11:00:11.200,11200,59.999,32.242
11:00:11.300,11300,59.988,32.167
11:00:11.400,11400,55.717,32.151
11:00:11.500,11500,53.242,31.877
11:00:11.600,11600,51.939,31.747
11:00:11.700,11700,50.932,31.698
11:00:11.800,11800,50.175,31.534
11:00:11.900,11900,49.749,31.472
11:00:12.000,12000,49.211,31.663
11:00:12.100,12100,48.822,31.299
11:00:12.200,12200,48.258,31.041
11:00:12.300,12300,47.969,31.175
11:00:12.400,12400,47.59,30.955
11:00:12.500,12500,47.256,30.922
11:00:12.600,12600,46.843,30.723
11:00:12.700,12700,46.517,30.685
11:00:12.800,12800,46.136,30.536
11:00:12.900,12900,45.892,30.548
11:00:13.000,13000,45.422,30.441
11:00:13.100,13100,45.101,30.412
11:00:13.200,13200,44.87,30.388
11:00:13.300,13300,44.559,30.218
11:00:13.400,13400,44.154,30.292
11:00:13.500,13500,43.925,29.883
11:00:13.600,13600,43.598,29.999
11:00:13.700,13700,43.247,29.986
11:00:13.800,13800,43.004,29.87
11:00:13.900,13900,42.726,29.901
11:00:14.000,14000,42.375,29.886
11:00:14.100,14100,42.217,29.743
11:00:14.200,14200,41.948,29.559
11:00:14.300,14300,41.558,29.637
11:00:14.400,14400,41.448,29.431
11:00:14.500,14500,41.127,29.315
11:00:14.600,14600,40.863,29.424
11:00:14.700,14700,40.68,29.425
11:00:14.800,14800,40.499,29.156
11:00:14.900,14900,40.15,29.143
11:00:15.000,15000,39.977,29.131
11:00:15.100,15100,39.722,29.04
11:00:15.200,15200,39.416,29.011
11:00:15.300,15300,39.378,28.912
11:00:15.400,15400,39.171,28.904
11:00:15.500,15500,38.88,28.869
11:00:15.600,15600,38.747,28.894
11:00:15.700,15700,38.529,28.638
11:00:15.800,15800,38.202,28.848
11:00:15.900,15900,38.189,28.73
11:00:16.000,16000,37.937,28.686
11:00:16.100,16100,37.696,28.692
11:00:16.200,16200,37.636,28.64
11:00:16.300,16300,37.381,28.423
11:00:16.400,16400,37.197,28.429
11:00:16.500,16500,37.054,28.455
11:00:16.600,16600,36.856,28.364
11:00:16.700,16700,36.742,28.221
11:00:16.800,16800,36.567,28.273
11:00:16.900,16900,36.406,28.179
11:00:17.000,17000,36.224,28.216
11:00:17.100,17100,36.115,28.169
11:00:17.200,17200,36.022,28.131
11:00:17.300,17300,35.842,28.093
11:00:17.400,17400,35.626,28.069
11:00:17.500,17500,35.503,27.983
11:00:17.600,17600,35.407,28.113
11:00:17.700,17700,35.36,27.95
11:00:17.800,17800,35.184,27.928
11:00:17.900,17900,35.04,27.957
11:00:18.000,18000,35.021,27.994
11:00:18.100,18100,34.736,27.87
11:00:18.200,18200,34.652,27.75
11:00:18.300,18300,34.52,27.682
11:00:18.400,18400,34.4,27.683
11:00:18.500,18500,34.362,27.88
11:00:18.600,18600,34.118,27.829
11:00:18.700,18700,34.154,27.653
11:00:18.800,18800,34.004,27.716
11:00:18.900,18900,33.914,27.688
11:00:19.000,19000,33.775,27.495
11:00:19.100,19100,33.702,27.514
11:00:19.200,19200,33.653,27.515
11:00:19.300,19300,33.524,27.561
11:00:19.400,19400,33.497,27.415
11:00:19.500,19500,33.416,27.485
11:00:19.600,19600,33.393,27.516
11:00:19.700,19700,33.099,27.316
11:00:19.800,19800,33.235,27.48
11:00:19.900,19900,33.028,27.464
11:00:20.000,20000,32.917,27.415
11:00:20.100,20100,32.819,27.479
11:00:20.200,20200,32.625,27.412
11:00:20.300,20300,32.683,27.442
11:00:20.400,20400,32.594,27.468
11:00:20.500,20500,32.597,27.39
11:00:20.600,20600,32.503,27.231
11:00:20.700,20700,32.449,27.202
11:00:20.800,20800,32.336,26.964
11:00:20.900,20900,32.276,27.216
11:00:21.000,21000,32.169,27.184
11:00:21.100,21100,32.025,27.218
11:00:21.200,21200,31.988,27.299
11:00:21.300,21300,32.001,27.174
11:00:21.400,21400,31.918,27.211
11:00:21.500,21500,31.988,27.178
